vehicle_id,event,event_ts
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-01 02:24:35+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-01 20:12:39+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-01 21:52:36+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-01 22:24:27+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-02 21:16:34+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-02 22:48:52+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-03 19:25:58+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-03 19:32:35+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-04 01:28:52+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-04 03:12:21+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-04 17:07:27+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-04 20:13:02+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-05 15:39:59+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-05 15:49:34+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-05 16:33:14+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-05 16:35:50+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-05 20:27:14+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-05 23:53:37+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-06 00:15:22+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-06 00:54:33+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-06 20:06:25+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-07 03:44:39+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-07 03:57:23+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-07 04:27:11+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-07 19:21:16+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-07 19:44:35+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-08 15:44:29+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-08 18:29:07+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-08 22:50:24+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-08 23:00:53+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-09 19:36:27+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-09 19:49:01+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-10 17:54:49+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-10 18:55:11+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-10 19:09:00+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-11 00:48:10+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-11 16:52:42+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-11 17:19:14+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-11 18:14:56+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-11 18:18:13+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-11 18:46:09+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-12 16:28:35+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-12 16:53:01+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-12 21:06:01+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-13 04:04:00+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-13 15:35:55+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-13 18:04:21+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-13 23:20:23+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-14 00:07:35+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-14 00:25:31+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-14 00:33:21+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-14 00:56:43+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-14 20:58:17+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-14 21:00:44+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-14 21:37:50+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-15 16:02:15+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-15 19:03:22+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-15 19:14:09+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-15 22:02:22+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-16 02:06:18+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-16 02:14:40+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-16 18:44:49+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-16 19:31:10+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-17 18:22:08+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-18 00:52:08+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-18 01:11:28+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-18 01:33:01+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-18 14:39:23+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-18 14:51:25+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-18 16:48:19+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-18 19:36:45+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-19 15:46:39+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-19 19:10:11+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-19 19:13:04+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-19 20:41:41+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-20 03:34:06+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-20 15:32:26+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-20 15:36:15+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-20 21:41:00+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-21 15:45:57+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-21 16:17:49+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-21 17:29:25+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-22 01:25:18+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-22 16:16:13+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-22 18:03:27+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-22 18:35:49+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-22 18:45:58+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-22 21:55:09+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-22 22:30:35+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-22 23:48:36+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-23 15:09:32+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-23 16:25:38+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-23 18:10:21+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-23 21:19:34+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-23 21:41:22+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-23 22:19:40+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-23 23:32:01+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-24 18:03:02+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-24 18:53:35+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-25 00:53:37+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-25 01:23:39+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-25 01:31:52+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-25 20:01:38+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-25 20:22:27+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-26 01:39:34+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-26 03:21:53+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-26 16:06:15+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-26 16:41:24+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-26 16:46:03+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-26 17:58:02+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-26 20:53:17+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-26 22:43:04+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-26 22:53:31+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-27 01:34:21+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-28 18:02:16+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-28 18:53:52+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-29 14:28:45+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-29 14:38:20+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-29 15:24:14+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-29 15:27:30+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-09-29 18:49:11+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-01 02:28:48+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-01 03:02:56+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-02 01:24:44+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-02 15:07:01+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-03 01:33:34+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-03 02:53:10+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-03 15:56:29+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-03 16:26:53+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-03 16:35:34+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-03 16:40:26+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-03 18:17:24+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-03 18:34:14+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-04 16:01:11+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-04 18:19:13+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-06 17:42:35+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-06 18:20:44+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-06 23:54:03+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-07 00:36:52+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-07 17:38:49+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-07 18:06:26+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-07 19:11:36+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-07 20:17:38+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-07 23:26:57+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-07 23:48:13+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-08 15:07:52+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-08 15:23:14+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-08 21:03:12+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-08 22:10:22+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-09 01:55:28+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-09 02:32:48+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-09 16:43:18+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-09 17:07:33+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-09 17:23:44+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-09 22:37:12+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-09 22:50:20+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-09 23:51:11+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-10 00:54:42+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-10 15:23:52+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-10 19:40:18+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-11 19:42:11+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-12 02:12:18+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-12 02:31:12+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-12 15:03:38+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-12 15:30:56+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-12 15:58:41+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-12 16:15:31+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Completed,2021-10-13 18:25:29+00:00
